R0000100,R0536300,R0536401,R0536402,R1235800,T8122500,R1482600,S3659000,S3681000,S3697000,S3713000,S3729000,S3757000,S5041700,S6783100,S8689700,T1109400,T3186900,T4597800,T6231000,T7732100,T9133500
PUBID_1997,KEY!SEX_1997,KEY!BDATE_M_1997,KEY!BDATE_Y_1997,CV_SAMPLE_TYPE_1997,VERSION_R16_2013,KEY!RACE_ETHNICITY_1997,YEMP_OCCODE_2002_01_1997,YEMP_OCCODE_2002_01_1998,YEMP_OCCODE_2002_01_1999,YEMP_OCCODE_2002_01_2000,YEMP_OCCODE_2002_01_2001,YEMP_OCCODE_2002_01_2003,YEMP_OCCODE_2002_01_2004,YEMP_OCCODE_2002_01_2005,YEMP_OCCODE_2002_01_2006,YEMP_OCCODE_2002_01_2007,YEMP_OCCODE_2002_01_2008,YEMP_OCCODE_2002_01_2009,YEMP_OCCODE_2002_01_2010,YEMP_OCCODE_2002_01_2011,YEMP_OCCODE_2002_01_2013
6354,1,2,1980,1,429,4,6050,4760,4250,1540,-4,2200,4540,1300,1300,1300,1300,1300,1300,1300,1300
6355,2,8,1982,1,429,4,-4,3950,4760,5240,5400,5400,4620,4620,4620,3950,430,430,430,430,4720
6356,2,3,1983,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6357,1,7,1984,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6358,2,8,1981,1,429,4,-4,-4,4110,4140,4140,4020,-5,-5,-5,310,-4,-4,4610,4610,4610
6359,2,10,1982,1,429,4,-4,4060,4060,4600,4030,4050,4050,-4,4060,-4,-4,-4,-4,-4,7750
6360,2,6,1983,1,429,4,-4,6120,4030,4720,4720,4220,4220,4610,4610,2000,2000,2000,2000,2000,2000
6361,1,10,1983,1,429,4,-4,6440,-4,-4,4720,5610,6600,9130,-4,160,7120,1560,160,160,7010
6362,1,9,1981,1,429,4,-4,4250,4740,4740,6260,7340,7340,6260,3830,1640,1640,1640,1640,1640,1640
6363,1,7,1982,1,429,4,-4,6050,-4,4720,9620,6050,6050,6050,6050,6440,6800,9640,6940,6940,6940
6364,1,4,1980,1,429,4,-4,6050,6050,6050,6050,6050,7350,6050,6050,8610,6050,6510,6510,6050,5620
6365,2,10,1983,1,429,4,-4,4950,4950,-4,2340,-4,5810,4110,4110,2710,5700,5400,5400,5400,5700
6366,1,5,1982,1,-5,4,6230,9620,9620,6260,9610,6940,6820,6820,6820,6820,6820,9650,6800,6940,-5
6367,2,2,1984,1,429,4,-4,-4,-4,4720,4720,5610,-4,4110,4220,4220,-4,-4,3920,-4,4610
6368,2,6,1982,1,-5,4,-4,-5,4140,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6369,2,6,1980,1,429,4,-4,4950,4950,5310,5310,5700,5700,5700,5700,5700,5700,5700,5700,5700,5700
6370,2,12,1984,1,429,4,-4,-4,-4,-4,5620,5620,5620,4020,4110,2830,2540,2540,4600,4600,4720
6371,1,6,1983,1,429,4,-4,6050,6050,6050,6800,6920,6820,6800,9130,9130,7210,7210,6800,6940,6200
6372,2,5,1980,1,429,4,4050,4050,4020,4760,5240,5240,4110,4110,4110,5400,5400,5400,5400,5400,3500
6373,2,9,1984,1,429,4,-4,-4,-4,3650,3650,-3,-3,-5,-5,-3,-3,9040,-5,9040,9040
6374,2,3,1983,1,429,4,-4,3950,4020,4720,-3,-3,-3,4110,4820,4820,4820,4810,5240,5240,5330
6375,2,12,1983,1,429,4,-4,4140,4430,4430,4430,4110,4110,4110,4110,4110,4720,4110,2020,5120,5120
6376,2,6,1980,1,429,4,4020,4020,4760,4700,4400,5240,5240,5120,5120,5620,6440,6440,4430,8640,8640
6377,1,4,1984,1,429,4,-4,-4,-4,4020,4020,6940,6800,9650,9650,6840,6840,6840,6840,710,710
6378,2,2,1981,1,429,4,-4,4140,4110,2540,4110,4040,4610,3600,-5,4600,4040,4040,4230,4230,4230
6379,2,2,1980,1,429,4,-4,4140,4760,5420,4760,4610,3600,4610,4610,4610,4610,4610,4610,4610,-4
6380,2,7,1981,1,-5,4,-4,4720,5820,4110,4110,7750,5610,-5,-5,-5,-5,-5,-5,-5,-5
6381,1,3,1981,1,-5,4,-4,4220,9620,4600,3920,2910,1960,-5,1960,1960,1960,1960,-5,-5,-5
6382,2,12,1983,1,-5,4,-4,-4,-4,4110,5700,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6383,1,12,1984,1,429,4,-4,-4,-4,9720,8610,-3,4620,4130,-4,2200,1860,1860,1860,1860,1560
6384,1,9,1981,1,429,4,-4,-5,4020,4020,2810,2920,2830,2830,5400,2850,2830,2830,2830,2830,310
6385,1,12,1984,1,429,4,-4,-5,-4,-4,-4,4250,4250,6260,-4,2700,2700,4900,4900,5000,5930
6386,2,8,1981,1,429,4,4600,5810,5810,5860,5620,-5,-5,-5,2310,2310,2310,2310,2310,-5,2310
6387,1,1,1984,1,-5,4,-4,-4,6050,9360,9360,-5,8640,-5,6440,-5,-5,-5,-5,-5,-5
6388,1,7,1980,1,429,4,4950,5620,4020,-4,6050,8650,6260,9990,8960,6820,6920,6920,6920,6440,6210
6389,1,4,1983,1,429,4,-4,4950,4060,4060,4220,7750,9620,6440,6440,6440,9600,6440,6440,6440,6440
6390,2,8,1980,1,-5,4,-4,4140,4140,4040,4040,4040,4040,3600,4040,3600,3600,3600,3600,-5,-5
6391,1,2,1982,1,429,2,1560,-4,-4,4030,4060,-5,-4,-4,-4,-4,-4,-4,-4,-4,-4
6392,1,5,1980,1,429,4,9620,-4,-4,9840,9840,-5,9840,9840,9840,9840,9840,9840,9840,9840,9840
6393,1,10,1980,1,429,4,-4,7750,4020,7330,4760,9650,9650,-5,8550,9420,9420,4220,3650,8030,1020
6394,2,10,1981,1,429,4,-4,3600,3600,3650,4140,9720,420,420,420,420,420,420,420,420,420
6395,2,5,1982,1,429,4,-4,6050,6050,6050,4020,1560,1560,1560,1560,1560,1550,4110,1560,1560,1560
6396,1,7,1984,1,-5,4,-4,-4,6260,-4,6260,6260,6260,6350,6350,6350,6350,6350,6350,6350,-5
6397,1,4,1983,1,429,4,-4,-4,-4,-4,6260,-4,4020,7850,4010,4020,4020,4020,4020,4020,4020
6398,1,7,1983,1,429,4,-4,-4,4940,9620,9620,-5,-5,-5,4030,4030,4030,6260,4020,4020,4210
6399,2,12,1980,1,429,4,4050,5400,5400,5360,4610,3600,5250,2010,2010,420,3650,3650,-4,3500,3130
6400,2,8,1980,1,-5,4,-4,4720,5240,5240,5840,1110,2000,2000,2000,2000,120,2550,2550,2550,-5
6401,2,10,1984,1,-5,2,-4,-4,-4,4220,-4,4040,4040,4040,4040,4040,4150,2150,2150,-5,-5
6402,1,3,1982,1,429,4,-4,4020,5620,5620,5620,-5,-5,6050,6050,6050,6050,6050,6050,6050,6050
6403,1,7,1984,1,429,4,-4,-4,-4,-4,3950,3950,3950,9130,9130,4030,1350,1500,1500,1500,430
6404,1,1,1982,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6405,1,6,1982,1,429,4,-4,7260,9610,6510,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
6406,1,7,1984,1,429,4,-4,4120,6050,6050,6050,5620,5620,7320,7010,7010,1110,1110,1110,1100,1100
6407,2,8,1980,1,429,4,8960,-4,-4,-4,5700,5400,4760,-5,430,4760,4760,4760,5240,5240,5150
6408,2,3,1981,1,429,4,-4,4110,4110,4710,4710,-3,-3,-3,-4,-4,-5,-4,-4,-4,-4
6409,1,8,1984,1,-5,4,-4,4020,4020,4020,4020,-5,-5,-5,-3,-3,3920,-4,-4,-4,-5
6410,1,2,1981,1,429,4,-4,4020,6440,9620,9620,5300,4810,4810,910,4110,4110,4110,4110,4110,7540
6411,1,9,1981,1,429,4,-4,4950,4020,4020,4020,-4,4020,4010,1040,1040,1040,1040,4020,4020,4020
6412,1,5,1983,1,429,4,-4,4950,4950,4220,3600,3600,3650,3650,3650,3600,3600,-4,3320,1940,3320
6413,2,8,1981,1,-5,4,-4,-4,5700,5700,5700,3600,-5,-5,-5,-5,-5,-5,-5,-5,-5
6414,2,10,1980,1,429,4,-4,5400,-4,-4,3600,4650,4650,2340,4610,4610,4610,4610,-4,3240,3540
6415,1,3,1981,1,429,4,-4,9610,9620,7120,7330,9130,9130,6840,5000,5000,7220,7220,7220,6840,6840
6416,1,3,1984,1,429,4,-4,6050,6050,6050,9620,9620,9620,9620,7210,5520,5520,5520,1540,6940,6940
6417,1,11,1984,1,-5,4,-4,-4,-4,6420,-3,6320,6320,6320,6260,-5,6200,6200,6200,-5,-5
6418,2,10,1982,1,429,4,-4,4140,4760,5240,4110,4110,4110,5400,5400,5110,5110,5110,5110,5110,5110
6419,2,11,1984,1,429,4,-4,-4,-4,-4,-4,4760,4760,4510,4510,4510,4510,4510,4510,4510,4510
6420,2,10,1980,1,429,4,-4,4940,-4,3600,-4,4600,4760,5300,4610,4600,5400,5240,4720,4610,2020
6421,2,2,1984,1,429,4,-4,-4,4020,4110,4110,5400,4110,4850,4850,2630,50,4920,4920,5400,5400
6422,2,4,1983,1,429,4,-4,-4,-4,-4,-3,-4,-4,-4,-4,2630,2630,5320,5400,-4,5260
6423,1,1,1981,1,-5,4,-4,9130,9610,-5,-5,-5,1000,1000,-5,-5,-5,-5,-5,-5,-5
6424,2,6,1982,1,429,4,-4,4600,4530,5810,5810,5240,5240,-4,-4,5240,5120,2340,2300,230,5700
6425,1,2,1984,1,429,2,-4,-4,-4,-4,-4,4220,9620,9620,6940,7220,7220,4710,4710,5240,4950
6426,2,10,1983,1,429,4,-4,-4,3950,3950,3950,3950,2340,2340,3650,3650,-4,-4,-4,-4,-3
6427,2,11,1984,1,429,4,-4,4760,5820,620,2630,2630,2630,2630,2150,2150,2150,2140,2140,20,4110
6428,2,12,1980,1,429,4,4020,4110,5810,5160,5160,5160,5160,5160,5160,5160,5160,5160,5160,5160,5240
6429,2,4,1984,1,429,4,-4,2720,4060,4020,4020,4110,4110,4430,4400,4400,2310,2720,4400,2300,2300
6430,1,11,1982,1,429,4,-4,6240,6050,6050,-3,-3,-3,-3,-3,-3,-3,3850,3850,3850,3850
6431,2,7,1980,1,429,4,4050,5860,2540,2540,2540,4600,4600,4760,4760,4700,2000,2000,2000,2000,2000
6432,1,12,1983,1,429,4,-4,-4,-4,-4,-4,-5,-5,-4,-4,-5,4760,4760,4760,4760,4760
6433,1,10,1984,1,429,4,-4,-4,-4,6050,5810,2840,2840,1110,1110,350,350,350,350,350,430
6434,1,1,1982,1,-5,4,-4,-4,9130,9130,4760,4760,4760,2600,-4,4810,4810,4810,4810,6050,-5
6435,1,3,1981,1,429,4,4950,4140,4050,1960,-3,-3,-3,-3,6260,6260,6260,6260,6260,6260,6260
6436,2,12,1980,1,429,4,-4,4020,5320,5320,5320,5320,2310,2310,4040,5320,2430,2430,2430,2430,2310
6437,2,5,1984,1,429,4,-4,-4,-4,4050,4050,5400,5400,5400,5400,5320,5320,5320,5320,5320,5320
6438,1,11,1981,1,429,4,9620,6050,6050,6050,6260,6230,6230,6260,800,800,800,10,10,-5,10
6439,1,1,1984,1,429,4,-4,5620,5620,4250,7020,5320,5320,5320,2340,2340,2340,2320,2320,2340,-3
6440,2,9,1981,1,429,4,6050,4110,4110,-5,5700,4720,4720,860,860,120,120,120,120,120,120
6441,1,3,1983,1,429,4,-4,-4,4020,-4,6050,9620,9620,9620,9620,5600,5600,5600,5600,5600,5600
6442,1,12,1980,1,-5,4,4140,9130,9610,6050,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6443,1,1,1982,1,429,4,-4,5620,5620,9130,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
6444,2,12,1980,1,429,4,-4,4110,4130,4130,4130,3630,3630,1910,3630,3630,3630,3630,3600,3650,3650
6445,1,4,1984,1,429,4,-4,6050,-4,6050,8450,6050,7150,6940,6840,6840,6840,6840,6940,6940,6940
6446,1,2,1984,1,-5,4,-4,4950,-5,6260,6260,4000,-5,6260,4140,8740,9620,9620,4020,6530,-5
6447,2,12,1981,1,429,4,-4,9610,4760,4600,4720,4620,-5,-5,-5,-5,-5,-5,5120,5120,5240
6448,2,2,1984,1,-5,4,-4,-4,4060,2200,4110,3600,3600,3240,-5,-5,-5,-5,-5,-5,-5
6449,1,11,1980,1,-5,4,6050,6050,-5,6050,-5,-5,6050,-5,430,430,430,-5,-5,-5,-5
6450,1,10,1980,1,-5,4,6050,6050,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6451,2,10,1984,1,429,4,-4,-4,-4,4110,4760,4720,4720,4720,4700,5000,530,530,530,-5,1110
6452,1,6,1982,1,-5,4,-4,5620,6050,1960,6120,6120,-5,-5,-5,-5,-5,-5,-5,-5,-5
6453,1,7,1983,1,-5,4,-4,6050,9620,9620,6320,9130,7200,-5,7210,7210,7210,7210,7210,7210,-5
6454,1,4,1981,1,429,4,4140,4540,4540,4540,4540,4040,2310,2310,2310,2310,2310,2310,2310,2310,2310
6455,1,5,1980,1,429,4,9620,7210,7210,9130,9130,9130,-5,9130,9130,7210,7210,7210,7210,7210,7210
6456,2,2,1981,1,429,4,4110,5700,1960,4760,2340,2000,2000,420,420,-5,-5,-5,-5,-5,120
6457,2,11,1982,1,429,4,4020,-4,2910,4110,2020,3740,4110,5160,4700,520,4600,4010,50,50,710
6458,2,8,1984,1,429,4,-4,-4,-4,4020,4020,5810,5330,5330,4030,4010,4010,4010,430,430,430
6459,1,9,1980,1,-5,4,4250,4020,4020,2750,2750,-5,5110,5110,-5,-5,5520,-5,-5,-5,-5
6460,1,7,1980,1,-5,4,6440,4030,9600,5510,5510,3740,9360,9360,-5,8650,9600,-5,-5,-5,-5
6461,1,9,1983,1,-5,4,-4,4250,6050,9620,9360,6100,6600,4740,6330,9130,5620,5620,5620,7420,-5
6462,1,6,1982,1,-5,4,-4,-4,6050,-4,7410,7420,7420,-5,-5,-5,-5,-5,-5,-5,-5
6463,2,6,1983,1,429,4,-4,4950,-4,-4,4760,4600,4950,4600,4760,4760,4760,9360,9360,9360,7810
6464,1,1,1981,1,429,4,4950,4050,6260,6260,9620,9620,9620,9130,9130,9130,9130,9720,9720,9720,9720
6465,2,11,1983,1,429,4,-4,-4,-4,-4,-4,2630,2630,-4,-4,4600,4220,5240,-4,-4,2340
6466,1,8,1981,1,-5,4,-4,6230,6250,6250,6250,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6467,2,9,1983,1,429,4,-4,4900,4720,9610,9610,4720,-4,4610,4610,4220,4720,4720,5700,2140,2140
6468,2,2,1982,1,429,2,4600,4020,4020,4020,4020,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
6469,2,9,1983,1,429,2,-4,-4,-4,4720,-4,4050,4050,4720,4720,-4,1540,4720,4720,4010,4010
6470,2,6,1984,1,-5,4,-4,-5,-5,-5,-5,4350,4030,4030,4030,-5,-5,-5,-5,-5,-5
6471,1,4,1982,1,429,4,4220,6510,4250,4250,-4,4700,-4,9990,2340,2340,2340,2340,2340,2340,2340
6472,1,11,1981,1,-5,4,4250,-4,6260,4050,4050,4430,8930,-5,-5,7220,4030,7850,-4,-4,-5
6473,2,5,1983,1,429,4,-4,-4,5810,7010,5820,5930,5330,5330,9130,9130,2140,2140,2140,2140,2140
6474,2,6,1980,1,429,4,-4,-4,4230,4720,6050,-4,-4,-4,-4,-4,4610,-4,-4,4610,4610
6475,2,2,1982,1,429,4,4650,4720,4960,9610,3600,9130,3600,-4,4720,4720,4610,4610,3130,3600,3600
6476,1,12,1983,1,429,4,-4,5620,-4,4030,4030,4010,4050,8960,8740,8740,7330,7330,7330,7330,7330
6477,2,7,1983,1,429,4,-4,-4,-4,4720,3950,4720,4720,9360,5300,5300,5300,5300,4600,4600,4030
6478,1,2,1980,1,429,4,9620,9620,9610,9610,1100,120,120,120,10,10,10,10,10,10,9130
6479,1,5,1981,1,429,4,9610,6050,6510,9600,6230,-4,9560,9560,7560,9560,-5,-5,-5,-5,220
6480,1,4,1982,1,-5,4,6050,6130,6050,9620,9130,6320,6320,6320,-5,-5,-5,-5,-5,-5,-5
6481,1,8,1980,1,429,4,9360,9140,-5,9360,9360,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
6482,2,2,1984,1,-5,4,-4,-4,4720,4110,9360,4720,4760,4110,4720,4700,4700,-5,4700,430,-5
6483,2,2,1984,1,429,4,-4,-4,4020,4110,4020,4720,8310,4040,8310,5120,-5,5000,5000,-5,3900
6484,2,9,1981,1,429,4,4600,4600,4600,3410,3600,4110,4110,4110,4110,4110,850,850,620,620,120
6485,1,5,1980,1,429,4,6260,6260,6230,6230,6230,6200,6200,6200,6200,6200,6200,6200,6200,6200,6200
6486,1,2,1983,1,-5,4,4600,5620,9640,7750,4110,4940,4110,-5,-5,850,710,710,4820,-5,-5
6487,2,2,1983,1,429,4,-4,-4,-4,-4,4600,4600,4600,4600,4140,4020,4000,4230,4230,4020,4020
6488,1,4,1984,1,-5,4,-4,-4,6050,3920,3950,3920,3920,3950,3920,-4,-4,-4,-4,-3,-5
6489,2,1,1984,1,429,2,-4,-4,-4,-4,6040,-4,6040,-4,-4,-4,-4,-4,-4,-4,-4
6490,2,5,1981,1,429,4,-4,-4,-4,-4,5930,5930,2310,2310,2310,2310,2310,2310,2310,2000,2000
6491,2,10,1982,1,429,4,-4,4060,4060,4720,4050,4060,4720,4720,4720,4720,4110,4110,4110,4720,4720
6492,2,3,1981,1,429,4,4250,3600,9130,3600,4010,4010,4010,-4,4220,4720,-4,4600,4600,-4,-4
6493,2,6,1983,1,429,4,-4,4720,3950,3920,3950,4700,4700,-4,3410,520,1720,1600,3260,5010,5010
6494,1,12,1980,1,429,4,4250,9620,4700,-5,4140,5620,5620,5620,5620,5620,4700,4700,4850,4850,5620
6495,1,2,1984,1,429,4,-4,-4,-4,-4,-4,5620,9840,9840,9840,9840,310,-4,4650,4650,5400
6496,1,3,1983,1,429,4,-4,6260,6260,4220,9620,4720,-5,9840,-4,4700,9840,9840,3920,3920,5310
6497,1,9,1984,1,429,4,-4,4220,4220,-4,-4,6050,-5,4030,-4,7310,-5,6520,-4,-4,8140
6498,2,9,1982,1,429,4,-4,-4,-4,4030,4030,4010,4700,4700,4700,20,4000,4000,4060,310,4060
6499,2,12,1980,1,-5,4,4050,9620,4760,2540,4720,5240,-5,-5,4760,-5,-5,-5,710,710,-5
6500,2,12,1981,1,429,4,-4,6040,4220,5160,4600,9360,4050,4600,4030,4030,4030,6040,4850,4850,-4
6501,2,3,1981,1,-5,4,4600,4600,4700,4700,430,5240,5240,-5,-5,5600,-5,-5,-5,-5,-5
6502,1,6,1984,1,429,4,-4,-4,-4,6130,-4,5620,-5,-5,-5,6350,6350,6350,-5,6350,6260
6503,1,1,1981,1,429,4,4050,9610,-4,7020,-5,7020,-5,7020,7420,7420,1550,1550,7430,7430,7340
6504,1,9,1983,1,429,4,-4,-4,6050,4060,6050,9620,9620,4030,4030,7420,7420,5520,5600,5600,5600
6505,1,7,1983,1,429,4,-4,4220,4220,4220,9610,9360,8140,9130,5620,6230,-4,-5,4760,410,4110
6506,2,9,1983,1,429,4,-4,-4,-4,4030,4030,5630,5630,4050,800,800,800,800,800,800,800
6507,1,1,1980,1,429,4,4110,4110,5620,7750,8740,-4,-4,2540,2630,2630,2630,2630,2630,2630,2630
6508,2,6,1984,1,429,4,-4,-4,4230,-5,-5,4110,-4,-5,-4,-5,-4,-4,-4,-4,-4
6509,2,12,1981,1,429,4,-4,4230,4760,4760,4720,2630,4110,4850,-4,2630,2630,2630,4760,1540,1540
6510,1,5,1984,1,429,4,-4,-4,4230,-4,-4,5620,5620,5620,4700,4700,5350,5350,4700,4700,4700
6511,2,8,1983,1,429,1,-4,5700,5860,4720,4720,2340,4720,2340,5240,5240,5300,2150,2150,5240,940
6512,1,2,1983,1,429,4,-4,-4,500,4220,4210,-5,6440,-5,-5,-5,-5,-5,-5,2720,2920
6513,2,2,1980,1,-5,4,-4,4760,-4,-4,5700,-4,3130,3130,3130,3130,3130,3130,3130,3130,-5
6514,2,12,1981,1,-5,4,-4,4110,-4,-4,-4,3650,1910,3650,3050,3050,-5,3050,3050,3050,-5
6515,2,3,1981,1,429,2,5620,4720,4760,4760,5840,5700,5610,5610,3410,3410,3410,5110,3410,3410,3410
6516,2,10,1984,1,-5,2,-4,-4,-4,-4,4050,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6517,1,10,1980,1,-5,4,-4,4020,5620,9840,9840,9840,9840,9840,9840,-5,-5,-5,-5,-5,-5
6518,2,4,1982,1,429,4,-4,4050,4720,50,2000,2300,2300,5360,2300,2300,2300,2300,4600,2300,5240
6519,2,10,1983,1,-5,4,-4,-4,4600,4060,4760,8530,-4,-4,-5,-5,-5,-5,-5,-5,-5
6520,2,7,1981,1,429,4,-4,-5,4060,5160,-5,-5,-5,-5,-5,5840,5840,5840,5840,5840,5840
6521,2,3,1980,1,429,2,5820,5840,5840,4810,4810,5520,5000,4810,4810,4810,4810,4810,4810,4810,800
6522,1,1,1984,1,429,4,-4,4220,9990,4060,6260,4650,4140,4140,4140,4140,-5,6260,6260,220,5610
6523,2,7,1981,1,-5,4,5620,4150,4110,4720,5520,4720,-5,2300,-4,-4,-4,-4,-4,-4,-5
6524,2,1,1981,1,429,4,-4,-4,4760,4110,4110,4430,6260,5240,5240,4110,2310,2310,2310,2310,2310
6525,1,12,1982,1,429,4,-4,-4,4130,4620,4020,6260,6260,6510,6510,6510,6510,4700,6200,6200,6200
6526,1,8,1981,1,429,4,9620,6220,4700,7200,-5,-5,7200,7200,7200,7200,7200,7200,7200,7200,4760
6527,2,5,1982,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6528,2,9,1984,1,429,4,-4,-4,4220,4050,4010,5620,5240,4610,4610,3600,5240,5240,5240,5240,5700
6529,1,3,1981,1,429,4,-4,4230,430,-3,-3,-3,-3,-3,-3,340,5520,5520,2040,230,100
6530,1,9,1984,1,-5,4,-4,-4,-4,-4,6510,3650,4110,-5,-5,-5,-5,-5,-5,-5,-5
6531,1,7,1981,1,429,4,-4,9620,8960,-5,9360,-5,-5,6260,-4,9620,-4,9620,9360,9360,-4
6532,1,5,1982,1,429,2,4250,-5,4760,4760,-5,-5,-5,-5,-5,5700,5700,4020,310,20,20
6533,1,9,1983,1,-5,2,-4,-5,-5,-5,-5,-5,4250,4210,4210,4210,-5,-5,-5,-5,-5
6534,1,11,1980,1,429,4,4720,4720,4720,5300,2340,-5,-5,-5,-5,-5,2630,4900,4040,2630,4900
6535,2,6,1982,1,-5,4,4220,4020,4250,5300,-5,-5,4760,4610,-5,4610,-4,-4,4700,-5,-5
6536,2,2,1983,1,-5,4,-4,-4,4020,-5,-5,-5,-5,-5,-5,-5,-5,4110,-5,4110,-5
6537,1,8,1982,1,429,2,-4,-4,-4,7750,7750,7700,7700,7700,7700,7700,7700,7700,7700,7700,7700
6538,1,5,1981,1,429,4,4720,2340,4150,-3,-5,9840,9840,3920,-5,-4,-3,-5,3740,5240,4760
6539,1,11,1984,1,429,4,-4,5620,9610,9610,4020,4720,4020,7010,7010,4720,9620,9620,4720,4720,4720
6540,2,11,1982,1,429,4,-4,-4,-4,4600,4600,4600,4600,-4,4600,4600,4600,4600,4600,4610,4050
6541,2,7,1983,1,429,4,-4,-4,-4,2540,4740,2440,2440,5400,5400,5400,5700,5700,4650,4650,2750
6542,2,6,1981,1,429,4,4430,-5,-5,5400,5700,5700,5840,-5,5840,5840,430,430,430,430,430
6543,1,3,1982,1,429,1,-4,4600,-5,4600,-5,4760,5550,-5,-5,-5,-5,4610,4610,4840,350
6544,2,1,1982,1,-5,4,-4,5400,4720,4720,4430,5700,410,4110,4110,4040,-5,4040,4040,-5,-5
6545,1,8,1981,1,429,4,-4,5260,7200,5620,9610,-5,9610,9620,9620,-5,9620,5500,5810,6350,6350
6546,2,11,1981,1,-5,4,4720,-4,2910,-4,5300,4510,-5,-5,-5,-5,-5,-5,-5,-5,-5
6547,1,7,1983,1,429,4,-4,4900,4220,4020,7260,4020,4020,6360,6360,-4,7750,-4,9620,7200,430
6548,2,6,1984,1,429,4,-4,-4,-4,5240,5260,5240,2720,2720,2720,4540,50,720,720,720,720
6549,2,8,1982,1,429,4,-4,-4,5120,2540,4600,4720,4720,2310,2310,2310,2310,2310,2310,2310,4950
6550,2,2,1983,1,-5,3,-4,-5,9640,9620,4060,4060,4060,4040,4030,4540,4540,4540,4540,4540,-5
6551,1,5,1983,1,-5,4,-4,-5,5620,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6552,1,8,1981,1,429,4,4220,4720,310,310,5120,5620,5620,5620,5620,5620,-5,5620,5620,800,5000
6553,1,7,1980,1,-5,4,9610,9610,9620,4130,4110,4220,4220,5860,4820,-5,-5,-5,-5,-5,-5
6554,1,6,1982,1,429,4,-4,9620,4720,9620,9620,9620,9620,9620,160,160,-5,-5,-5,-5,9130
6555,1,6,1984,1,429,4,-4,9620,9620,-4,5400,-3,-3,9130,-5,-5,-5,-5,-5,-5,3600
6556,1,6,1982,1,-5,4,9620,4220,9620,9620,-3,-3,-3,-3,-3,-3,-3,-3,-5,-5,-5
6557,2,9,1983,1,429,4,-4,4220,-4,4720,4760,5620,2150,2150,2150,-5,5000,4040,4040,4040,4040
6558,2,2,1983,1,-5,4,-4,-5,-5,4030,4030,4030,4030,4030,-5,-5,-5,-5,-5,-5,-5
6559,1,3,1981,1,-5,4,4540,4540,9030,9030,9030,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6560,2,11,1984,1,429,4,-4,-4,4130,4150,5240,4150,4030,4030,4030,4040,4040,4030,4030,5240,5240
6561,2,3,1981,1,429,4,-4,5300,2300,2300,2300,4600,2340,2340,5930,5930,-4,-4,-4,2020,2540
6562,1,11,1982,1,429,4,-4,9620,4430,4430,9360,7200,7200,7200,7200,7200,7200,7200,7200,7200,7200
6563,1,7,1984,1,429,4,-4,-4,-4,4030,9610,5620,-4,-5,7200,7200,7020,7020,9410,7200,7200
6564,2,3,1984,1,429,4,-4,-4,4720,5860,4050,4110,4110,3600,-5,-5,4150,4110,4720,4230,4050
6565,1,7,1980,1,429,4,4400,1040,1100,1100,1100,1020,1020,1020,1020,1020,1020,1000,1000,1000,1400
6566,2,4,1983,1,-5,4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
6567,2,5,1984,1,429,4,-4,-4,9620,4020,800,9610,4600,4600,-5,-5,-5,-5,4220,4220,4220
6568,2,2,1982,1,429,4,9620,9620,4150,4600,4030,5400,5400,4040,4110,4110,4110,-4,5400,4600,5400
6569,1,6,1984,1,429,4,-4,-4,9620,-4,4430,6330,3920,20,20,20,4200,4200,-4,430,4760
6570,1,1,1983,1,429,4,-4,5620,6420,4020,4020,4020,5620,5620,6240,7200,-5,7200,7200,7200,7200
6571,1,10,1981,1,429,1,6600,4060,4220,5400,310,9610,9610,9610,9610,9610,9610,9610,9610,-5,9610
6572,2,7,1982,1,-5,4,-4,-5,-5,-5,-5,4110,-5,4110,-5,4110,-5,4110,5600,5600,-5
6573,2,4,1984,1,-5,4,-4,-4,4030,4030,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6574,2,2,1980,1,-5,1,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
6575,2,8,1981,1,429,1,-4,4030,4600,4600,-4,3630,4610,4610,4610,4610,4610,-4,-4,4610,4610
